chart_year,chart_code,chart_date,rank,title,artist,source_url
2025,hot100,2025-01-01,1,APT.,ロゼ & ブルーノ・マーズ,https://www.billboard-japan.com/charts/detail?a=hot100&year=2024&month=12&day=30
2025,hot100,2025-01-01,2,ライラック,Mrs.GREEN APPLE,https://www.billboard-japan.com/charts/detail?a=hot100&year=2024&month=12&day=30
2025,hot100,2025-01-01,3,永久hours,Aqours,https://www.billboard-japan.com/charts/detail?a=hot100&year=2024&month=12&day=30
2025,hot100,2025-01-01,4,オトノケ,Creepy Nuts,https://www.billboard-japan.com/charts/detail?a=hot100&year=2024&month=12&day=30
2025,hot100,2025-01-01,5,ビターバカンス,Mrs.GREEN APPLE,https://www.billboard-japan.com/charts/detail?a=hot100&year=2024&month=12&day=30
2025,hot100,2025-01-01,6,クリスマスソング,back number,https://www.billboard-japan.com/charts/detail?a=hot100&year=2024&month=12&day=30
2025,hot100,2025-01-01,7,Bling-Bang-Bang-Born,Creepy Nuts,https://www.billboard-japan.com/charts/detail?a=hot100&year=2024&month=12&day=30
2025,hot100,2025-01-01,8,Bunny Girl,AKASAKI,https://www.billboard-japan.com/charts/detail?a=hot100&year=2024&month=12&day=30
2025,hot100,2025-01-01,9,BAM-BOO,IMP.,https://www.billboard-japan.com/charts/detail?a=hot100&year=2024&month=12&day=30
2025,hot100,2025-01-01,10,はいよろこんで,こっちのけんと,https://www.billboard-japan.com/charts/detail?a=hot100&year=2024&month=12&day=30
2025,hot100,2025-01-01,11,Soranji,Mrs.GREEN APPLE,https://www.billboard-japan.com/charts/detail?a=hot100&year=2024&month=12&day=30
2025,hot100,2025-01-01,12,かわいいだけじゃだめですか?,CUTIE STREET,https://www.billboard-japan.com/charts/detail?a=hot100&year=2024&month=12&day=30
2025,hot100,2025-01-01,13,風神,Vaundy,https://www.billboard-japan.com/charts/detail?a=hot100&year=2024&month=12&day=30
2025,hot100,2025-01-01,14,ケセラセラ,Mrs.GREEN APPLE,https://www.billboard-japan.com/charts/detail?a=hot100&year=2024&month=12&day=30
2025,hot100,2025-01-01,15,幾億光年,Omoinotake,https://www.billboard-japan.com/charts/detail?a=hot100&year=2024&month=12&day=30
2025,hot100,2025-01-01,16,50%,Official髭男dism,https://www.billboard-japan.com/charts/detail?a=hot100&year=2024&month=12&day=30
2025,hot100,2025-01-01,17,Whiplash,aespa,https://www.billboard-japan.com/charts/detail?a=hot100&year=2024&month=12&day=30
2025,hot100,2025-01-01,18,晩餐歌,tuki.,https://www.billboard-japan.com/charts/detail?a=hot100&year=2024&month=12&day=30
2025,hot100,2025-01-01,19,恋人たちのクリスマス,マライア・キャリー,https://www.billboard-japan.com/charts/detail?a=hot100&year=2024&month=12&day=30
2025,hot100,2025-01-01,20,怪獣の花唄,Vaundy,https://www.billboard-japan.com/charts/detail?a=hot100&year=2024&month=12&day=30
2025,hot100,2025-01-01,21,ねっこ,King Gnu,https://www.billboard-japan.com/charts/detail?a=hot100&year=2024&month=12&day=30
2025,hot100,2025-01-01,22,familie,Mrs.GREEN APPLE,https://www.billboard-japan.com/charts/detail?a=hot100&year=2024&month=12&day=30
2025,hot100,2025-01-01,23,I wonder,Da-iCE,https://www.billboard-japan.com/charts/detail?a=hot100&year=2024&month=12&day=30
2025,hot100,2025-01-01,24,点描の唄 feat.井上苑子,Mrs.GREEN APPLE,https://www.billboard-japan.com/charts/detail?a=hot100&year=2024&month=12&day=30
2025,hot100,2025-01-01,25,青と夏,Mrs.GREEN APPLE,https://www.billboard-japan.com/charts/detail?a=hot100&year=2024&month=12&day=30
2025,hot100,2025-01-01,26,KAWASAKI (with Big Sean),ONE OR EIGHT,https://www.billboard-japan.com/charts/detail?a=hot100&year=2024&month=12&day=30
2025,hot100,2025-01-01,27,ダンスホール,Mrs.GREEN APPLE,https://www.billboard-japan.com/charts/detail?a=hot100&year=2024&month=12&day=30
2025,hot100,2025-01-01,28,ぱじゃまぱーてぃー!,SWEET STEADY,https://www.billboard-japan.com/charts/detail?a=hot100&year=2024&month=12&day=30
2025,hot100,2025-01-01,29,Same Blue,Official髭男dism,https://www.billboard-japan.com/charts/detail?a=hot100&year=2024&month=12&day=30
2025,hot100,2025-01-01,30,アイドル,YOASOBI,https://www.billboard-japan.com/charts/detail?a=hot100&year=2024&month=12&day=30
2025,hot100,2025-01-01,31,ヒロイン,back number,https://www.billboard-japan.com/charts/detail?a=hot100&year=2024&month=12&day=30
2025,hot100,2025-01-01,32,白い恋人達,桑田佳祐,https://www.billboard-japan.com/charts/detail?a=hot100&year=2024&month=12&day=30
2025,hot100,2025-01-01,33,CRAZY,LE SSERAFIM,https://www.billboard-japan.com/charts/detail?a=hot100&year=2024&month=12&day=30
2025,hot100,2025-01-01,34,水平線,back number,https://www.billboard-japan.com/charts/detail?a=hot100&year=2024&month=12&day=30
2025,hot100,2025-01-01,35,高嶺の花子さん,back number,https://www.billboard-japan.com/charts/detail?a=hot100&year=2024&month=12&day=30
2025,hot100,2025-01-01,36,雪明かり (Yukiakari),&TEAM,https://www.billboard-japan.com/charts/detail?a=hot100&year=2024&month=12&day=30
2025,hot100,2025-01-01,37,僕のこと,Mrs.GREEN APPLE,https://www.billboard-japan.com/charts/detail?a=hot100&year=2024&month=12&day=30
2025,hot100,2025-01-01,38,GOAT,Number_i,https://www.billboard-japan.com/charts/detail?a=hot100&year=2024&month=12&day=30
2025,hot100,2025-01-01,39,クリスマス・イブ,山下達郎,https://www.billboard-japan.com/charts/detail?a=hot100&year=2024&month=12&day=30
