chart_year,chart_code,chart_date,rank,title,artist,source_url
2021,stsongs,2021-01-06,1,Dynamite,BTS,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2021&month=01&day=11
2021,stsongs,2021-01-06,2,炎,LiSA,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2021&month=01&day=11
2021,stsongs,2021-01-06,3,ドライフラワー,優里,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2021&month=01&day=11
2021,stsongs,2021-01-06,4,夜に駆ける,YOASOBI,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2021&month=01&day=11
2021,stsongs,2021-01-06,5,虹,菅田将暉,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2021&month=01&day=11
2021,stsongs,2021-01-06,6,Make you happy,NiziU,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2021&month=01&day=11
2021,stsongs,2021-01-06,7,廻廻奇譚,Eve,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2021&month=01&day=11
2021,stsongs,2021-01-06,8,紅蓮華,LiSA,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2021&month=01&day=11
2021,stsongs,2021-01-06,9,Step and a step,NiziU,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2021&month=01&day=11
2021,stsongs,2021-01-06,10,silent,SEKAI NO OWARI,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2021&month=01&day=11
2021,stsongs,2021-01-06,11,裸の心,あいみょん,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2021&month=01&day=11
2021,stsongs,2021-01-06,12,"Stand by me, Stand by you.",平井大,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2021&month=01&day=11
2021,stsongs,2021-01-06,13,I LOVE…,Official髭男dism,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2021&month=01&day=11
2021,stsongs,2021-01-06,14,猫,DISH//,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2021&month=01&day=11
