chart_year,chart_code,chart_date,rank,title,artist,source_url
2022,hot100,2022-01-05,1,一途,King Gnu,https://www.billboard-japan.com/charts/detail?a=hot100&year=2022&month=01&day=10
2022,hot100,2022-01-05,2,残響散歌,Aimer(エメ),https://www.billboard-japan.com/charts/detail?a=hot100&year=2022&month=01&day=10
2022,hot100,2022-01-05,3,逆夢,King Gnu,https://www.billboard-japan.com/charts/detail?a=hot100&year=2022&month=01&day=10
2022,hot100,2022-01-05,4,ベテルギウス,優里,https://www.billboard-japan.com/charts/detail?a=hot100&year=2022&month=01&day=10
2022,hot100,2022-01-05,5,ドライフラワー,優里,https://www.billboard-japan.com/charts/detail?a=hot100&year=2022&month=01&day=10
2022,hot100,2022-01-05,6,なんでもないよ、,マカロニえんぴつ,https://www.billboard-japan.com/charts/detail?a=hot100&year=2022&month=01&day=10
2022,hot100,2022-01-05,7,CITRUS,Da-iCE,https://www.billboard-japan.com/charts/detail?a=hot100&year=2022&month=01&day=10
2022,hot100,2022-01-05,8,Butter,BTS,https://www.billboard-japan.com/charts/detail?a=hot100&year=2022&month=01&day=10
2022,hot100,2022-01-05,9,きらり,藤井風,https://www.billboard-japan.com/charts/detail?a=hot100&year=2022&month=01&day=10
2022,hot100,2022-01-05,10,勿忘,Awesome City Club,https://www.billboard-japan.com/charts/detail?a=hot100&year=2022&month=01&day=10
2022,hot100,2022-01-05,11,水平線,back number,https://www.billboard-japan.com/charts/detail?a=hot100&year=2022&month=01&day=10
2022,hot100,2022-01-05,12,夜に駆ける,YOASOBI,https://www.billboard-japan.com/charts/detail?a=hot100&year=2022&month=01&day=10
2022,hot100,2022-01-05,13,怪物,YOASOBI,https://www.billboard-japan.com/charts/detail?a=hot100&year=2022&month=01&day=10
2022,hot100,2022-01-05,14,Cry Baby,Official髭男dism,https://www.billboard-japan.com/charts/detail?a=hot100&year=2022&month=01&day=10
2022,hot100,2022-01-05,15,おもかげ (produced by Vaundy),milet & Aimer(エメ) & 幾田りら,https://www.billboard-japan.com/charts/detail?a=hot100&year=2022&month=01&day=10
2022,hot100,2022-01-05,16,群青,YOASOBI,https://www.billboard-japan.com/charts/detail?a=hot100&year=2022&month=01&day=10
2022,hot100,2022-01-05,17,ハート,あいみょん,https://www.billboard-japan.com/charts/detail?a=hot100&year=2022&month=01&day=10
2022,hot100,2022-01-05,18,Dynamite,BTS,https://www.billboard-japan.com/charts/detail?a=hot100&year=2022&month=01&day=10
2022,hot100,2022-01-05,19,踊,Ado,https://www.billboard-japan.com/charts/detail?a=hot100&year=2022&month=01&day=10
2022,hot100,2022-01-05,20,Permission to Dance,BTS,https://www.billboard-japan.com/charts/detail?a=hot100&year=2022&month=01&day=10
2022,hot100,2022-01-05,21,君に夢中,宇多田ヒカル,https://www.billboard-japan.com/charts/detail?a=hot100&year=2022&month=01&day=10
2022,hot100,2022-01-05,22,廻廻奇譚,Eve,https://www.billboard-japan.com/charts/detail?a=hot100&year=2022&month=01&day=10
2022,hot100,2022-01-05,23,ELEVEN,IVE,https://www.billboard-japan.com/charts/detail?a=hot100&year=2022&month=01&day=10
2022,hot100,2022-01-05,24,明け星,LiSA,https://www.billboard-japan.com/charts/detail?a=hot100&year=2022&month=01&day=10
