chart_year,chart_code,chart_date,rank,title,artist,source_url
2021,dlsongs,2021-01-06,1,炎,LiSA,https://www.billboard-japan.com/charts/detail?a=dlsongs&year=2021&month=01&day=11
2021,dlsongs,2021-01-06,2,カイト,嵐,https://www.billboard-japan.com/charts/detail?a=dlsongs&year=2021&month=01&day=11
2021,dlsongs,2021-01-06,3,夜に駆ける,YOASOBI,https://www.billboard-japan.com/charts/detail?a=dlsongs&year=2021&month=01&day=11
2021,dlsongs,2021-01-06,4,Dynamite,BTS,https://www.billboard-japan.com/charts/detail?a=dlsongs&year=2021&month=01&day=11
2021,dlsongs,2021-01-06,5,竈門炭治郎のうた,椎名豪 featuring 中川奈美,https://www.billboard-japan.com/charts/detail?a=dlsongs&year=2021&month=01&day=11
2021,dlsongs,2021-01-06,6,紅蓮華,LiSA,https://www.billboard-japan.com/charts/detail?a=dlsongs&year=2021&month=01&day=11
2021,dlsongs,2021-01-06,7,裸の心,あいみょん,https://www.billboard-japan.com/charts/detail?a=dlsongs&year=2021&month=01&day=11
2021,dlsongs,2021-01-06,8,廻廻奇譚,Eve,https://www.billboard-japan.com/charts/detail?a=dlsongs&year=2021&month=01&day=11
2021,dlsongs,2021-01-06,9,Make you happy,NiziU,https://www.billboard-japan.com/charts/detail?a=dlsongs&year=2021&month=01&day=11
2021,dlsongs,2021-01-06,10,虹,菅田将暉,https://www.billboard-japan.com/charts/detail?a=dlsongs&year=2021&month=01&day=11
2021,dlsongs,2021-01-06,11,アイノカタチ feat.HIDE(GReeeeN),MISIA,https://www.billboard-japan.com/charts/detail?a=dlsongs&year=2021&month=01&day=11
2021,dlsongs,2021-01-06,12,香水,瑛人,https://www.billboard-japan.com/charts/detail?a=dlsongs&year=2021&month=01&day=11
2021,dlsongs,2021-01-06,13,百花繚乱花吹雪,hololive IDOL PROJECT,https://www.billboard-japan.com/charts/detail?a=dlsongs&year=2021&month=01&day=11
2021,dlsongs,2021-01-06,14,evergreen,MAN WITH A MISSION,https://www.billboard-japan.com/charts/detail?a=dlsongs&year=2021&month=01&day=11
2021,dlsongs,2021-01-06,15,猫,DISH//,https://www.billboard-japan.com/charts/detail?a=dlsongs&year=2021&month=01&day=11
2021,dlsongs,2021-01-06,16,猫 〜THE FIRST TAKE ver.〜,DISH//,https://www.billboard-japan.com/charts/detail?a=dlsongs&year=2021&month=01&day=11
2021,dlsongs,2021-01-06,17,I LOVE…,Official髭男dism,https://www.billboard-japan.com/charts/detail?a=dlsongs&year=2021&month=01&day=11
2021,dlsongs,2021-01-06,18,星影のエール,GReeeeN,https://www.billboard-japan.com/charts/detail?a=dlsongs&year=2021&month=01&day=11
2021,dlsongs,2021-01-06,19,再会 (produced by Ayase),LiSA × Uru,https://www.billboard-japan.com/charts/detail?a=dlsongs&year=2021&month=01&day=11
2021,dlsongs,2021-01-06,20,Step and a step,NiziU,https://www.billboard-japan.com/charts/detail?a=dlsongs&year=2021&month=01&day=11
2021,dlsongs,2021-01-06,21,感電,米津玄師,https://www.billboard-japan.com/charts/detail?a=dlsongs&year=2021&month=01&day=11
2021,dlsongs,2021-01-06,22,あなたがいることで,Uru,https://www.billboard-japan.com/charts/detail?a=dlsongs&year=2021&month=01&day=11
2021,dlsongs,2021-01-06,23,ドライフラワー,優里,https://www.billboard-japan.com/charts/detail?a=dlsongs&year=2021&month=01&day=11
2021,dlsongs,2021-01-06,24,風を待って,小田和正,https://www.billboard-japan.com/charts/detail?a=dlsongs&year=2021&month=01&day=11
2021,dlsongs,2021-01-06,25,inside you,milet,https://www.billboard-japan.com/charts/detail?a=dlsongs&year=2021&month=01&day=11
2021,dlsongs,2021-01-06,26,ハルカ,YOASOBI,https://www.billboard-japan.com/charts/detail?a=dlsongs&year=2021&month=01&day=11
2021,dlsongs,2021-01-06,27,silent,SEKAI NO OWARI,https://www.billboard-japan.com/charts/detail?a=dlsongs&year=2021&month=01&day=11
2021,dlsongs,2021-01-06,28,BLUE CLAPPER,hololive IDOL PROJECT,https://www.billboard-japan.com/charts/detail?a=dlsongs&year=2021&month=01&day=11
2021,dlsongs,2021-01-06,29,三文小説,King Gnu,https://www.billboard-japan.com/charts/detail?a=dlsongs&year=2021&month=01&day=11
2021,dlsongs,2021-01-06,30,正しくなれない,ずっと真夜中でいいのに。,https://www.billboard-japan.com/charts/detail?a=dlsongs&year=2021&month=01&day=11
2021,dlsongs,2021-01-06,31,LOST IN PARADISE feat. AKLO,ALI,https://www.billboard-japan.com/charts/detail?a=dlsongs&year=2021&month=01&day=11
2021,dlsongs,2021-01-06,32,うっせぇわ,Ado,https://www.billboard-japan.com/charts/detail?a=dlsongs&year=2021&month=01&day=11
2021,dlsongs,2021-01-06,33,Mela!,緑黄色社会,https://www.billboard-japan.com/charts/detail?a=dlsongs&year=2021&month=01&day=11
2021,dlsongs,2021-01-06,34,ダンスの理由,平手友梨奈,https://www.billboard-japan.com/charts/detail?a=dlsongs&year=2021&month=01&day=11
2021,dlsongs,2021-01-06,35,Pretender,Official髭男dism,https://www.billboard-japan.com/charts/detail?a=dlsongs&year=2021&month=01&day=11
2021,dlsongs,2021-01-06,36,群青,YOASOBI,https://www.billboard-japan.com/charts/detail?a=dlsongs&year=2021&month=01&day=11
2021,dlsongs,2021-01-06,37,足跡,Little Glee Monster,https://www.billboard-japan.com/charts/detail?a=dlsongs&year=2021&month=01&day=11
2021,dlsongs,2021-01-06,38,アカシア,BUMP OF CHICKEN,https://www.billboard-japan.com/charts/detail?a=dlsongs&year=2021&month=01&day=11
2021,dlsongs,2021-01-06,39,As a route of ray,西川貴教,https://www.billboard-japan.com/charts/detail?a=dlsongs&year=2021&month=01&day=11
2021,dlsongs,2021-01-06,40,Happiness,嵐,https://www.billboard-japan.com/charts/detail?a=dlsongs&year=2021&month=01&day=11
