chart_year,chart_code,chart_date,rank,title,artist,source_url
2025,stsongs,2025-01-01,1,APT.,ロゼ & ブルーノ・マーズ,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2024&month=12&day=30
2025,stsongs,2025-01-01,2,ライラック,Mrs.GREEN APPLE,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2024&month=12&day=30
2025,stsongs,2025-01-01,3,オトノケ,Creepy Nuts,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2024&month=12&day=30
2025,stsongs,2025-01-01,4,ビターバカンス,Mrs.GREEN APPLE,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2024&month=12&day=30
2025,stsongs,2025-01-01,5,クリスマスソング,back number,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2024&month=12&day=30
2025,stsongs,2025-01-01,6,Bunny Girl,AKASAKI,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2024&month=12&day=30
2025,stsongs,2025-01-01,7,Soranji,Mrs.GREEN APPLE,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2024&month=12&day=30
2025,stsongs,2025-01-01,8,Bling-Bang-Bang-Born,Creepy Nuts,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2024&month=12&day=30
2025,stsongs,2025-01-01,9,ケセラセラ,Mrs.GREEN APPLE,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2024&month=12&day=30
2025,stsongs,2025-01-01,10,Whiplash,aespa,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2024&month=12&day=30
2025,stsongs,2025-01-01,11,風神,Vaundy,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2024&month=12&day=30
2025,stsongs,2025-01-01,12,幾億光年,Omoinotake,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2024&month=12&day=30
2025,stsongs,2025-01-01,13,かわいいだけじゃだめですか?,CUTIE STREET,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2024&month=12&day=30
2025,stsongs,2025-01-01,14,familie,Mrs.GREEN APPLE,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2024&month=12&day=30
2025,stsongs,2025-01-01,15,はいよろこんで,こっちのけんと,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2024&month=12&day=30
2025,stsongs,2025-01-01,16,点描の唄 feat.井上苑子,Mrs.GREEN APPLE,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2024&month=12&day=30
2025,stsongs,2025-01-01,17,青と夏,Mrs.GREEN APPLE,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2024&month=12&day=30
2025,stsongs,2025-01-01,18,ねっこ,King Gnu,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2024&month=12&day=30
2025,stsongs,2025-01-01,19,怪獣の花唄,Vaundy,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2024&month=12&day=30
2025,stsongs,2025-01-01,20,晩餐歌,tuki.,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2024&month=12&day=30
2025,stsongs,2025-01-01,21,I wonder,Da-iCE,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2024&month=12&day=30
2025,stsongs,2025-01-01,22,ダンスホール,Mrs.GREEN APPLE,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2024&month=12&day=30
2025,stsongs,2025-01-01,23,恋人たちのクリスマス,マライア・キャリー,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2024&month=12&day=30
2025,stsongs,2025-01-01,24,ヒロイン,back number,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2024&month=12&day=30
2025,stsongs,2025-01-01,25,Same Blue,Official髭男dism,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2024&month=12&day=30
2025,stsongs,2025-01-01,26,花束,back number,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2024&month=12&day=30
2025,stsongs,2025-01-01,27,アイドル,YOASOBI,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2024&month=12&day=30
2025,stsongs,2025-01-01,28,高嶺の花子さん,back number,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2024&month=12&day=30
2025,stsongs,2025-01-01,29,新しい恋人達に,back number,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2024&month=12&day=30
2025,stsongs,2025-01-01,30,NEW LOOK,MISAMO,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2024&month=12&day=30
2025,stsongs,2025-01-01,31,Magic,Mrs.GREEN APPLE,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2024&month=12&day=30
2025,stsongs,2025-01-01,32,Subtitle,Official髭男dism,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2024&month=12&day=30
2025,stsongs,2025-01-01,33,僕のこと,Mrs.GREEN APPLE,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2024&month=12&day=30
2025,stsongs,2025-01-01,34,水平線,back number,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2024&month=12&day=30
2025,stsongs,2025-01-01,35,コロンブス,Mrs.GREEN APPLE,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2024&month=12&day=30
2025,stsongs,2025-01-01,36,インフェルノ,Mrs.GREEN APPLE,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2024&month=12&day=30
2025,stsongs,2025-01-01,37,HAPPY BIRTHDAY,back number,https://www.billboard-japan.com/charts/detail?a=stsongs&year=2024&month=12&day=30
