year,target_artist,credited_artist,chart_date,rank,title
2025,Da-iCE,Da-iCE,2025-03-05,29,I wonder
2025,Da-iCE,Da-iCE,2025-03-12,37,I wonder
2025,Da-iCE,Da-iCE,2025-03-19,41,I wonder
2025,Da-iCE,Da-iCE,2025-03-26,44,I wonder
2025,Da-iCE,Da-iCE,2025-04-02,44,I wonder
2025,Da-iCE,Da-iCE,2025-04-09,43,I wonder
2025,Da-iCE,Da-iCE,2025-04-16,36,I wonder
2025,Da-iCE,Da-iCE,2025-04-23,42,I wonder
2025,Da-iCE,Da-iCE,2025-04-30,42,I wonder
2025,Da-iCE,Da-iCE,2025-05-07,43,I wonder
2025,Da-iCE,Da-iCE,2025-05-14,45,I wonder
2025,Da-iCE,Da-iCE,2025-05-21,44,I wonder
2025,Da-iCE,Da-iCE,2025-05-28,49,I wonder
2025,Da-iCE,Da-iCE,2025-06-04,55,I wonder
2025,Da-iCE,Da-iCE,2025-06-25,99,I wonder
2025,Da-iCE,Da-iCE,2025-07-30,72,ノンフィクションズ
2025,Da-iCE,Da-iCE,2025-08-06,58,ノンフィクションズ
2025,Da-iCE,Da-iCE,2025-08-13,62,ノンフィクションズ
2025,Da-iCE,Da-iCE,2025-08-20,52,ノンフィクションズ
2025,Da-iCE,Da-iCE,2025-08-27,59,ノンフィクションズ
2025,Da-iCE,Da-iCE,2025-09-03,30,ノンフィクションズ
2025,Da-iCE,Da-iCE,2025-09-10,38,ノンフィクションズ
2025,Da-iCE,Da-iCE,2025-09-17,60,ノンフィクションズ
2025,Da-iCE,Da-iCE,2025-09-24,78,ノンフィクションズ
2025,Da-iCE,Da-iCE,2025-10-01,85,ノンフィクションズ
2025,&TEAM,&TEAM,2025-01-01,36,雪明かり (Yukiakari)
2025,&TEAM,&TEAM,2025-04-30,66,Go in Blind (月狼)
2025,&TEAM,&TEAM,2025-05-07,2,Go in Blind (月狼)
2025,&TEAM,&TEAM,2025-05-14,92,Go in Blind (月狼)
2025,&TEAM,&TEAM,2025-06-25,49,Go in Blind (月狼)
2025,&TEAM,&TEAM,2025-07-02,97,Go in Blind (月狼)
2025,&TEAM,&TEAM,2025-08-06,7,Go in Blind (月狼)
2025,&TEAM,&TEAM,2025-08-13,61,Go in Blind (月狼)
2025,&TEAM,&TEAM,2025-08-20,96,Go in Blind (月狼)
2025,&TEAM,&TEAM,2025-11-12,26,Back to Life
2025,&TEAM,&TEAM,2025-12-17,42,Back to Life
2025,Number_i,Number_i,2025-01-01,38,GOAT
2025,Number_i,Number_i,2025-01-01,51,HIRAKEGOMA
2025,Number_i,Number_i,2025-01-01,73,INZM
2025,Number_i,Number_i,2025-01-01,80,BON
2025,Number_i,Number_i,2025-01-08,50,GOAT
2025,Number_i,Number_i,2025-01-08,70,INZM
2025,Number_i,Number_i,2025-01-08,72,HIRAKEGOMA
2025,Number_i,Number_i,2025-01-08,84,BON
2025,Number_i,Number_i,2025-01-15,59,GOAT
2025,Number_i,Number_i,2025-01-15,68,INZM
2025,Number_i,Number_i,2025-01-15,73,BON
2025,Number_i,Number_i,2025-01-15,83,HIRAKEGOMA
2025,Number_i,Number_i,2025-01-22,78,INZM
2025,Number_i,Number_i,2025-01-22,80,BON
2025,Number_i,Number_i,2025-01-22,83,GOAT
2025,Number_i,Number_i,2025-01-22,100,HIRAKEGOMA
2025,Number_i,Number_i,2025-01-29,82,BON
2025,Number_i,Number_i,2025-01-29,94,INZM
2025,Number_i,Number_i,2025-02-05,87,BON
2025,Number_i,Number_i,2025-02-05,97,INZM
2025,Number_i,Number_i,2025-02-12,1,GOD_i
2025,Number_i,Number_i,2025-02-12,86,BON
2025,Number_i,Number_i,2025-02-12,91,INZM
2025,Number_i,Number_i,2025-02-19,13,GOD_i
2025,Number_i,Number_i,2025-02-19,87,BON
2025,Number_i,Number_i,2025-02-19,88,INZM
2025,Number_i,Number_i,2025-02-26,29,GOD_i
2025,Number_i,Number_i,2025-02-26,87,BON
2025,Number_i,Number_i,2025-02-26,93,INZM
2025,Number_i,Number_i,2025-03-05,43,GOD_i
2025,Number_i,Number_i,2025-03-05,93,BON
2025,Number_i,Number_i,2025-03-05,95,INZM
2025,Number_i,Number_i,2025-03-12,61,GOD_i
2025,Number_i,Number_i,2025-03-19,63,GOD_i
2025,Number_i,Number_i,2025-03-26,71,GOD_i
2025,Number_i,Number_i,2025-04-02,74,GOD_i
2025,Number_i,Number_i,2025-04-09,65,GOD_i
2025,Number_i,Number_i,2025-04-16,80,GOD_i
2025,Number_i,Number_i,2025-04-23,70,GOD_i
2025,Number_i,Number_i,2025-04-30,76,GOD_i
2025,Number_i,Number_i,2025-05-07,71,GOD_i
2025,Number_i,Number_i,2025-05-14,93,GOD_i
2025,Number_i,Number_i,2025-05-21,90,GOD_i
2025,Number_i,Number_i,2025-05-28,72,GOD_i
2025,Number_i,Number_i,2025-06-04,1,GOD_i
2025,Number_i,Number_i,2025-06-04,59,i_DOG
2025,Number_i,Number_i,2025-06-04,65,Psycho
2025,Number_i,Number_i,2025-06-04,74,ロミジュリ
2025,Number_i,Number_i,2025-06-04,78,Frisco
2025,Number_i,Number_i,2025-06-11,29,GOD_i
2025,Number_i,Number_i,2025-06-18,45,GOD_i
2025,Number_i,Number_i,2025-06-18,93,BON
2025,Number_i,Number_i,2025-06-25,48,GOD_i
2025,Number_i,Number_i,2025-06-25,80,BON
2025,Number_i,Number_i,2025-07-02,42,GOD_i
2025,Number_i,Number_i,2025-07-02,94,BON
2025,Number_i,Number_i,2025-07-09,68,GOD_i
2025,Number_i,Number_i,2025-07-16,64,GOD_i
2025,Number_i,Number_i,2025-07-23,72,GOD_i
2025,Number_i,Number_i,2025-07-30,83,GOD_i
2025,Number_i,Number_i,2025-08-06,73,GOD_i
2025,Number_i,Number_i,2025-08-13,85,GOD_i
2025,Number_i,Number_i,2025-08-20,84,GOD_i
2025,Number_i,Number_i,2025-08-27,1,未確認領域
2025,Number_i,Number_i,2025-08-27,71,GOD_i
2025,Number_i,Number_i,2025-08-27,82,BON
2025,Number_i,Number_i,2025-08-27,90,INZM
2025,Number_i,Number_i,2025-09-03,24,未確認領域
2025,Number_i,Number_i,2025-09-10,35,未確認領域
2025,Number_i,Number_i,2025-09-10,89,GOD_i
2025,Number_i,Number_i,2025-09-10,90,BON
2025,Number_i,Number_i,2025-09-10,98,INZM
2025,Number_i,Number_i,2025-09-17,40,未確認領域
2025,Number_i,Number_i,2025-09-17,87,BON
2025,Number_i,Number_i,2025-09-17,91,GOD_i
2025,Number_i,Number_i,2025-09-17,98,INZM
2025,Number_i,Number_i,2025-09-24,54,未確認領域
2025,Number_i,Number_i,2025-10-01,4,Numbers Ur Zone
2025,Number_i,Number_i,2025-10-01,32,未確認領域
2025,Number_i,Number_i,2025-10-01,48,GOD_i
2025,Number_i,Number_i,2025-10-01,77,BON
2025,Number_i,Number_i,2025-10-01,91,INZM
2025,Number_i,Number_i,2025-10-08,27,Numbers Ur Zone
2025,Number_i,Number_i,2025-10-08,47,未確認領域
2025,Number_i,Number_i,2025-10-08,63,GOD_i
2025,Number_i,Number_i,2025-10-08,73,ピンクストロベリーチョコレートフライデー
2025,Number_i,Number_i,2025-10-08,82,ATAMI
2025,Number_i,Number_i,2025-10-15,39,Numbers Ur Zone
2025,Number_i,Number_i,2025-10-15,57,未確認領域
2025,Number_i,Number_i,2025-10-15,69,GOD_i
2025,Number_i,Number_i,2025-10-22,54,Numbers Ur Zone
2025,Number_i,Number_i,2025-10-22,78,未確認領域
2025,Number_i,Number_i,2025-10-22,89,GOD_i
2025,Number_i,Number_i,2025-10-29,69,Numbers Ur Zone
2025,Number_i,Number_i,2025-10-29,86,GOD_i
2025,Number_i,Number_i,2025-10-29,91,未確認領域
2025,Number_i,Number_i,2025-11-05,73,Numbers Ur Zone
2025,Number_i,Number_i,2025-11-05,90,GOD_i
2025,Number_i,Number_i,2025-11-05,92,未確認領域
2025,Number_i,Number_i,2025-11-12,82,Numbers Ur Zone
2025,Number_i,Number_i,2025-11-12,95,未確認領域
2025,Number_i,Number_i,2025-11-12,96,GOD_i
2025,Number_i,Number_i,2025-11-19,79,Numbers Ur Zone
2025,Number_i,Number_i,2025-11-19,82,GOD_i
2025,Number_i,Number_i,2025-11-19,92,未確認領域
2025,Number_i,Number_i,2025-11-26,67,GOD_i
2025,Number_i,Number_i,2025-11-26,81,Numbers Ur Zone
2025,Number_i,Number_i,2025-11-26,100,未確認領域
2025,Number_i,Number_i,2025-12-03,45,GOD_i
2025,Number_i,Number_i,2025-12-03,88,Numbers Ur Zone
2025,Number_i,Number_i,2025-12-10,74,GOD_i
2025,Number_i,Number_i,2025-12-10,81,Numbers Ur Zone
2025,Number_i,Number_i,2025-12-17,2,LAVALAVA
2025,Number_i,Number_i,2025-12-17,93,Numbers Ur Zone
2025,Number_i,Number_i,2025-12-17,97,GOD_i
2025,Number_i,Number_i,2025-12-24,33,LAVALAVA
2025,Number_i,Number_i,2025-12-31,44,LAVALAVA
2025,Number_i,Number_i,2025-12-31,84,Numbers Ur Zone
2025,EXILE,EXILE,2025-10-08,43,Get-go!
2025,SixTONES,SixTONES,2025-04-02,2,バリア
2025,SixTONES,SixTONES,2025-04-09,20,バリア
2025,SixTONES,SixTONES,2025-06-04,73,バリア
2025,SixTONES,SixTONES,2025-06-04,90,こっから
2025,SixTONES,SixTONES,2025-06-11,100,バリア
2025,SixTONES,SixTONES,2025-06-18,1,BOYZ
2025,SixTONES,SixTONES,2025-06-18,96,バリア
2025,SixTONES,SixTONES,2025-06-25,14,BOYZ
2025,SixTONES,SixTONES,2025-07-23,13,Stargaze
2025,SixTONES,SixTONES,2025-09-24,2,Stargaze
2025,SixTONES,SixTONES,2025-10-01,55,Stargaze
2025,timelesz,timelesz,2025-03-12,5,Rock this Party
2025,timelesz,Sexy Zone,2025-03-12,57,RUN
2025,timelesz,Sexy Zone,2025-03-12,95,人生遊戯
2025,timelesz,timelesz,2025-03-19,9,Rock this Party
2025,timelesz,Sexy Zone,2025-03-19,29,RUN
2025,timelesz,Sexy Zone,2025-03-19,50,ぎゅっと
2025,timelesz,Sexy Zone,2025-03-19,64,人生遊戯
2025,timelesz,timelesz,2025-03-19,83,Anthem
2025,timelesz,timelesz,2025-03-26,13,Rock this Party
2025,timelesz,Sexy Zone,2025-03-26,49,RUN
2025,timelesz,Sexy Zone,2025-03-26,86,ぎゅっと
2025,timelesz,timelesz,2025-04-02,10,Rock this Party
2025,timelesz,Sexy Zone,2025-04-02,55,RUN
2025,timelesz,timelesz,2025-04-09,9,Rock this Party
2025,timelesz,Sexy Zone,2025-04-09,58,RUN
2025,timelesz,timelesz,2025-04-16,18,Rock this Party
2025,timelesz,Sexy Zone,2025-04-16,79,RUN
2025,timelesz,timelesz,2025-04-23,27,Rock this Party
2025,timelesz,timelesz,2025-04-30,39,Rock this Party
2025,timelesz,timelesz,2025-05-07,58,Rock this Party
2025,timelesz,timelesz,2025-05-14,59,Rock this Party
2025,timelesz,timelesz,2025-05-21,68,Rock this Party
2025,timelesz,timelesz,2025-05-21,79,ワンアンドオンリー
2025,timelesz,timelesz,2025-05-28,84,Rock this Party
2025,timelesz,timelesz,2025-06-18,100,Rock this Party
2025,timelesz,timelesz,2025-11-26,2,Steal The Show
2025,NEWS,NEWS,2025-01-01,78,チャンカパーナ
2025,NEWS,NEWS,2025-01-08,71,チャンカパーナ
2025,NEWS,NEWS,2025-01-15,61,チャンカパーナ
2025,NEWS,NEWS,2025-01-22,77,チャンカパーナ
2025,NEWS,NEWS,2025-01-29,90,チャンカパーナ
2025,NEWS,NEWS,2025-02-05,100,チャンカパーナ
2025,NEWS,NEWS,2025-06-18,40,チャンカパーナ
2025,NEWS,NEWS,2025-06-25,66,チャンカパーナ
2025,NEWS,NEWS,2025-07-02,74,チャンカパーナ
2025,NEWS,NEWS,2025-07-09,86,チャンカパーナ
2025,NEWS,NEWS,2025-07-16,76,チャンカパーナ
2025,NEWS,NEWS,2025-07-23,88,チャンカパーナ
2025,NEWS,NEWS,2025-08-06,87,チャンカパーナ
2025,NEWS,NEWS,2025-08-20,94,チャンカパーナ
2025,NEWS,NEWS,2025-08-27,92,チャンカパーナ
2025,NEWS,NEWS,2025-09-03,100,チャンカパーナ
2025,NEWS,NEWS,2025-09-10,95,チャンカパーナ
2025,NEWS,NEWS,2025-12-24,97,チャンカパーナ
2025,NEWS,NEWS,2025-12-31,93,チャンカパーナ
2025,MAZZEL,MAZZEL,2025-03-05,18,J.O.K.E.R.
2025,MAZZEL,MAZZEL,2025-04-23,24,King Kila Game
2025,MAZZEL,MAZZEL,2025-04-30,85,King Kila Game
2025,MAZZEL,MAZZEL,2025-09-03,11,DANGER
2025,MAZZEL,MAZZEL,2025-09-10,99,DANGER
2025,MAZZEL,MAZZEL,2025-11-19,8,Only You
2025,MAZZEL,MAZZEL,2025-11-26,32,Only You
2025,MAZZEL,MAZZEL,2025-12-03,57,Only You
2025,MAZZEL,MAZZEL,2025-12-10,3,Only You
2025,MAZZEL,MAZZEL,2025-12-17,30,Only You
2025,MAZZEL,MAZZEL,2025-12-24,43,Only You
2025,MAZZEL,MAZZEL,2025-12-31,57,Only You
2025,なにわ男子,なにわ男子,2025-03-12,1,Doki it
2025,なにわ男子,なにわ男子,2025-03-19,73,Doki it
2025,なにわ男子,なにわ男子,2025-06-18,65,ギラギラサマー
2025,なにわ男子,なにわ男子,2025-09-17,1,アシンメトリー
2025,なにわ男子,なにわ男子,2025-09-24,65,アシンメトリー
2025,なにわ男子,なにわ男子,2025-12-24,5,Never Romantic
2025,STARGLOW,STARGLOW,2025-10-08,7,Moonchaser
2025,STARGLOW,STARGLOW,2025-10-15,33,Moonchaser
2025,STARGLOW,STARGLOW,2025-10-22,56,Moonchaser
2025,STARGLOW,STARGLOW,2025-10-29,93,Moonchaser
2025,Travis Japan,Travis Japan,2025-03-19,1,Say I do
2025,Travis Japan,Travis Japan,2025-03-19,24,Tokyo Crazy Night
2025,Travis Japan,Travis Japan,2025-03-26,37,Say I do
2025,Travis Japan,Travis Japan,2025-05-14,9,Would You Like One?
2025,Travis Japan,Travis Japan,2025-05-21,75,Would You Like One?
2025,Travis Japan,Travis Japan,2025-06-18,80,バーニング・ラヴ
2025,Travis Japan,Travis Japan,2025-11-12,7,Disco Baby
2025,Travis Japan,Travis Japan,2025-11-19,97,Disco Baby
2025,Travis Japan,Travis Japan,2025-12-17,40,Welcome To Our Show Tonight
2025,三代目 J SOUL BROTHERS from EXILE TRIBE,三代目 J SOUL BROTHERS from EXILE TRIBE,2025-03-12,88,What Is Your Secret?
2025,JO1,JO1,2025-04-09,11,BE CLASSIC
2025,JO1,JO1,2025-04-16,16,BE CLASSIC
2025,JO1,JO1,2025-04-23,22,BE CLASSIC
2025,JO1,JO1,2025-04-30,26,BE CLASSIC
2025,JO1,JO1,2025-05-07,40,BE CLASSIC
2025,JO1,JO1,2025-05-14,30,BE CLASSIC
2025,JO1,JO1,2025-05-21,49,BE CLASSIC
2025,JO1,JO1,2025-05-28,68,BE CLASSIC
2025,JO1,JO1,2025-05-28,99,Be brave!
2025,JO1,JO1,2025-06-04,79,BE CLASSIC
2025,JO1,JO1,2025-06-11,69,BE CLASSIC
2025,JO1,JO1,2025-06-18,76,BE CLASSIC
2025,JO1,JO1,2025-06-25,91,BE CLASSIC
2025,JO1,JO1,2025-07-02,79,BE CLASSIC
2025,JO1,JO1,2025-07-16,99,BE CLASSIC
2025,JO1,JO1,2025-07-23,77,BE CLASSIC
2025,JO1,JO1,2025-07-30,94,BE CLASSIC
2025,JO1,JO1,2025-09-03,38,ひらく
2025,JO1,JO1,2025-10-08,66,Handz In My Pocket
2025,JO1,JO1,2025-10-15,24,Handz In My Pocket
2025,JO1,JO1,2025-10-22,42,Handz In My Pocket
2025,JO1,JO1,2025-10-29,41,Handz In My Pocket
2025,JO1,JO1,2025-11-05,2,Handz In My Pocket
2025,JO1,JO1,2025-11-12,8,Handz In My Pocket
2025,JO1,JO1,2025-11-19,38,Handz In My Pocket
2025,JO1,JO1,2025-11-26,48,Handz In My Pocket
2025,JO1,JO1,2025-12-03,64,Handz In My Pocket
2025,JO1,JO1,2025-12-10,77,Handz In My Pocket
2025,JO1,JO1,2025-12-17,15,Handz In My Pocket
2025,JO1,JO1,2025-12-24,94,サンタさんへ。
2025,JO1,JO1,2025-12-24,98,Handz In My Pocket
2025,Kis-My-Ft2,Kis-My-Ft2,2025-01-22,4,Curtain call
2025,INI,INI,2025-01-29,59,Make It Count
2025,INI,INI,2025-02-26,49,WMDA (Where My Drums At)
2025,INI,INI,2025-04-16,52,Party Goes On
2025,INI,INI,2025-04-23,100,Party Goes On
2025,INI,INI,2025-06-18,71,DOMINANCE
2025,INI,INI,2025-07-09,21,DOMINANCE
2025,INI,INI,2025-10-01,93,君がいたから
2025,INI,INI,2025-11-19,69,Present
2025,INI,INI,2025-11-26,33,Present
2025,INI,INI,2025-12-03,1,Present
2025,INI,INI,2025-12-10,5,Present
2025,INI,INI,2025-12-17,59,Present
2025,FANTASTICS from EXILE TRIBE,FANTASTICS from EXILE TRIBE,2025-10-01,17,BFX
2025,FANTASTICS from EXILE TRIBE,FANTASTICS from EXILE TRIBE,2025-10-08,93,BFX
2025,FANTASTICS from EXILE TRIBE,FANTASTICS from EXILE TRIBE,2025-12-17,44,ずっとずっと
2025,WEST.,WEST.,2025-05-21,4,ウェッサイソウル!
2025,THE RAMPAGE from EXILE TRIBE,THE RAMPAGE from EXILE TRIBE,2025-01-01,100,Drown Out The Noise
2025,THE RAMPAGE from EXILE TRIBE,THE RAMPAGE from EXILE TRIBE,2025-02-05,61,蜘蛛の糸
2025,THE RAMPAGE from EXILE TRIBE,THE RAMPAGE from EXILE TRIBE,2025-02-12,95,蜘蛛の糸
2025,THE RAMPAGE from EXILE TRIBE,THE RAMPAGE from EXILE TRIBE,2025-02-26,82,BURN
2025,THE RAMPAGE from EXILE TRIBE,THE RAMPAGE from EXILE TRIBE,2025-03-05,87,BURN
2025,THE RAMPAGE from EXILE TRIBE,THE RAMPAGE from EXILE TRIBE,2025-03-12,62,BURN
2025,THE RAMPAGE from EXILE TRIBE,THE RAMPAGE from EXILE TRIBE,2025-03-19,53,BURN
2025,THE RAMPAGE from EXILE TRIBE,THE RAMPAGE from EXILE TRIBE,2025-10-29,12,自由への大脱走 〜Running Running Running〜 feat. 湘南乃風
2025,THE RAMPAGE from EXILE TRIBE,THE RAMPAGE from EXILE TRIBE,2025-11-05,68,自由への大脱走 〜Running Running Running〜 feat. 湘南乃風
2025,DXTEEN,DXTEEN,2025-05-21,5,Tick-Tack
2025,DXTEEN,DXTEEN,2025-10-08,5,両片想い
2025,原因は自分にある。,原因は自分にある。,2025-03-26,62,LLL
2025,原因は自分にある。,原因は自分にある。,2025-04-02,65,LLL
2025,原因は自分にある。,原因は自分にある。,2025-04-09,71,LLL
2025,原因は自分にある。,原因は自分にある。,2025-04-16,90,LLL
2025,原因は自分にある。,原因は自分にある。,2025-04-30,51,因果応報アンチノミー
2025,原因は自分にある。,原因は自分にある。,2025-05-07,47,因果応報アンチノミー
2025,原因は自分にある。,原因は自分にある。,2025-05-14,53,因果応報アンチノミー
2025,原因は自分にある。,原因は自分にある。,2025-10-22,41,パラノイドランデブー
2025,原因は自分にある。,原因は自分にある。,2025-10-29,5,パラノイドランデブー
2025,原因は自分にある。,原因は自分にある。,2025-11-05,13,パラノイドランデブー
2025,原因は自分にある。,原因は自分にある。,2025-11-12,44,パラノイドランデブー
2025,原因は自分にある。,原因は自分にある。,2025-11-26,45,トレモロ
2025,原因は自分にある。,原因は自分にある。,2025-12-03,67,トレモロ
2025,原因は自分にある。,原因は自分にある。,2025-12-10,69,トレモロ
2025,原因は自分にある。,原因は自分にある。,2025-12-17,81,トレモロ
2025,超特急,超特急,2025-04-23,29,メタルなかよし
2025,超特急,超特急,2025-04-30,35,メタルなかよし
2025,超特急,超特急,2025-05-07,41,メタルなかよし
2025,超特急,超特急,2025-05-14,62,メタルなかよし
2025,超特急,超特急,2025-05-21,50,キャラメルハート
2025,超特急,超特急,2025-05-28,35,キャラメルハート
2025,超特急,超特急,2025-06-04,43,キャラメルハート
2025,超特急,超特急,2025-06-11,43,キャラメルハート
2025,超特急,超特急,2025-10-08,3,NINE LIVES
2025,超特急,超特急,2025-10-15,12,NINE LIVES
2025,超特急,超特急,2025-10-22,26,NINE LIVES
2025,超特急,超特急,2025-10-29,37,NINE LIVES
2025,超特急,超特急,2025-11-05,53,NINE LIVES
2025,超特急,超特急,2025-11-12,97,NINE LIVES
2025,IMP.,IMP.,2025-01-01,9,BAM-BOO
2025,IMP.,IMP.,2025-04-23,88,Cheek to Cheek
2025,IMP.,IMP.,2025-07-09,8,Cheek to Cheek
2025,IMP.,IMP.,2025-11-19,30,KISS
2025,LIL LEAGUE from EXILE TRIBE,LIL LEAGUE from EXILE TRIBE,2025-01-22,9,刺激最優先
2025,LIL LEAGUE from EXILE TRIBE,LIL LEAGUE from EXILE TRIBE,2025-07-16,15,真夏ノ花火
2025,DOMOTO,KinKi Kids,2025-05-21,14,愛のかたまり
2025,DOMOTO,KinKi Kids,2025-05-21,42,硝子の少年
2025,DOMOTO,KinKi Kids,2025-05-21,81,愛されるより 愛したい
2025,DOMOTO,KinKi Kids,2025-05-21,92,フラワー
2025,DOMOTO,KinKi Kids,2025-05-21,99,ボクの背中には羽根がある
2025,DOMOTO,KinKi Kids,2025-05-28,26,愛のかたまり
2025,DOMOTO,KinKi Kids,2025-06-04,49,愛のかたまり
2025,DOMOTO,KinKi Kids,2025-06-11,47,愛のかたまり
2025,DOMOTO,KinKi Kids,2025-06-18,51,愛のかたまり
2025,DOMOTO,KinKi Kids,2025-06-25,52,愛のかたまり
2025,DOMOTO,KinKi Kids,2025-07-02,60,愛のかたまり
2025,DOMOTO,KinKi Kids,2025-07-09,63,愛のかたまり
2025,DOMOTO,KinKi Kids,2025-07-16,62,愛のかたまり
2025,DOMOTO,KinKi Kids,2025-07-23,73,愛のかたまり
2025,DOMOTO,KinKi Kids,2025-07-30,76,愛のかたまり
2025,DOMOTO,KinKi Kids,2025-08-06,82,愛のかたまり
2025,DOMOTO,KinKi Kids,2025-08-13,90,愛のかたまり
2025,DOMOTO,KinKi Kids,2025-08-20,92,愛のかたまり
2025,DOMOTO,KinKi Kids,2025-08-27,95,愛のかたまり
2025,DOMOTO,KinKi Kids,2025-09-03,96,愛のかたまり
2025,DOMOTO,KinKi Kids,2025-09-10,96,愛のかたまり
2025,DOMOTO,KinKi Kids,2025-09-24,98,愛のかたまり
2025,DOMOTO,KinKi Kids,2025-10-15,95,愛のかたまり
2025,DOMOTO,KinKi Kids,2025-11-05,98,愛のかたまり
2025,DOMOTO,KinKi Kids,2025-11-12,90,愛のかたまり
2025,DOMOTO,KinKi Kids,2025-11-19,86,愛のかたまり
2025,DOMOTO,KinKi Kids,2025-11-26,80,愛のかたまり
2025,DOMOTO,KinKi Kids,2025-12-03,93,愛のかたまり
2025,DOMOTO,KinKi Kids,2025-12-10,88,愛のかたまり
2025,DOMOTO,DOMOTO,2025-12-17,3,愛のかたまり
2025,DOMOTO,KinKi Kids,2025-12-17,56,愛のかたまり
2025,DOMOTO,DOMOTO,2025-12-24,38,愛のかたまり
2025,DOMOTO,KinKi Kids,2025-12-24,41,愛のかたまり
2025,DOMOTO,KinKi Kids,2025-12-31,43,愛のかたまり
2025,BUDDiiS,BUDDiiS,2025-02-05,40,Iris
2025,BUDDiiS,BUDDiiS,2025-02-12,51,Iris
2025,BUDDiiS,BUDDiiS,2025-02-19,47,Iris
2025,BUDDiiS,BUDDiiS,2025-02-26,70,Iris
2025,BUDDiiS,BUDDiiS,2025-06-11,33,LOVE ME
2025,BUDDiiS,BUDDiiS,2025-06-18,41,LOVE ME
2025,BUDDiiS,BUDDiiS,2025-06-25,44,LOVE ME
2025,BUDDiiS,BUDDiiS,2025-07-02,69,LOVE ME
2025,BUDDiiS,BUDDiiS,2025-10-01,62,Dear
2025,BUDDiiS,BUDDiiS,2025-10-08,64,Dear
2025,BUDDiiS,BUDDiiS,2025-10-15,68,Dear
2025,BUDDiiS,BUDDiiS,2025-10-22,68,Dear
2025,ONE N' ONLY,ONE N' ONLY,2025-01-01,91,Ring The Bells
2025,ONE N' ONLY,ONE N' ONLY,2025-03-05,83,Map of The Mind
2025,ONE N' ONLY,ONE N' ONLY,2025-05-07,95,BOOM BASH
2025,ONE N' ONLY,ONE N' ONLY,2025-07-02,3,BLAST
2025,ONE N' ONLY,ONE N' ONLY,2025-07-09,31,BLAST
2025,ONE N' ONLY,ONE N' ONLY,2025-07-16,39,BLAST
2025,ONE N' ONLY,ONE N' ONLY,2025-07-23,92,BLAST
2025,ONE N' ONLY,ONE N' ONLY,2025-11-05,40,Gooey
2025,ONE N' ONLY,ONE N' ONLY,2025-11-12,39,Gooey
2025,ONE N' ONLY,ONE N' ONLY,2025-11-19,49,Gooey
2025,ONE N' ONLY,ONE N' ONLY,2025-11-26,58,Gooey
2025,ONE N' ONLY,ONE N' ONLY,2025-12-17,57,RIDE
2025,ONE N' ONLY,ONE N' ONLY,2025-12-24,51,RIDE
2025,ONE N' ONLY,ONE N' ONLY,2025-12-31,73,RIDE
2025,SUPER★DRAGON,SUPER★DRAGON,2025-04-09,24,Dreamland
2025,SUPER★DRAGON,SUPER★DRAGON,2025-04-30,43,Dreamland
2025,SUPER★DRAGON,SUPER★DRAGON,2025-12-17,5,Concealer
2025,ICEx,ICEx,2025-03-12,9,理想郷
2025,ICEx,ICEx,2025-04-16,74,理想郷
2025,ICEx,ICEx,2025-08-06,11,インストール
2025,ICEx,ICEx,2025-08-20,55,インストール
2025,ICEx,ICEx,2025-12-24,6,Da-Da-Da
2025,Lienel,Lienel,2025-01-22,6,Go Around The World
2025,Lienel,Lienel,2025-09-03,7,超絶SUMMERでバカになれ
2025,Lienel,Lienel,2025-10-08,51,超絶SUMMERでバカになれ
2025,Lienel,Lienel,2025-10-29,28,超絶SUMMERでバカになれ
2025,THE SUPER FRUIT,THE SUPER FRUIT,2025-09-17,7,まにまに
2025,OCTPATH,OCTPATH,2025-06-11,4,また夏に帰ろう
2025,OCTPATH,OCTPATH,2025-12-31,4,スターライトランデブー
2025,20th Century,20th Century,2025-07-09,36,ネバギバ 〜Never Give Up!〜
2025,OWV,OWV,2025-10-15,4,BLACK CROWN
2025,Aぇ! group,Aぇ! group,2025-07-02,2,Chameleon
2025,Aぇ! group,Aぇ! group,2025-07-09,54,Chameleon
2025,aoen,aoen,2025-06-25,6,青い太陽 (The Blue Sun)
2025,ROIROM,ROIROM,2025-12-03,81,Dear DIVA
2025,CLASS SEVEN,CLASS SEVEN,2025-11-05,9,miss you
2026,モナキ,モナキ,2026-04-15,12,ほんまやで☆なんでやねん☆しらんけど
2026,モナキ,モナキ,2026-04-22,24,ほんまやで☆なんでやねん☆しらんけど
2026,モナキ,モナキ,2026-04-29,46,ほんまやで☆なんでやねん☆しらんけど
2026,モナキ,モナキ,2026-05-06,58,ほんまやで☆なんでやねん☆しらんけど
2026,モナキ,モナキ,2026-05-13,73,ほんまやで☆なんでやねん☆しらんけど
2026,モナキ,モナキ,2026-05-20,86,ほんまやで☆なんでやねん☆しらんけど
2026,モナキ,モナキ,2026-08-05,35,ほんまやで☆なんでやねん☆しらんけど
2026,BE:FIRST,BE:FIRST,2026-01-07,12,夢中
2026,BE:FIRST,BE:FIRST,2026-01-07,39,街灯
2026,BE:FIRST,BE:FIRST,2026-01-14,13,夢中
2026,BE:FIRST,BE:FIRST,2026-01-14,53,街灯
2026,BE:FIRST,BE:FIRST,2026-01-21,15,夢中
2026,BE:FIRST,BE:FIRST,2026-01-21,64,街灯
