year,target_artist,credited_artist,chart_date,rank,title
2026,BE:FIRST,BE:FIRST,2026-01-28,15,夢中
2026,BE:FIRST,BE:FIRST,2026-01-28,77,街灯
2026,BE:FIRST,BE:FIRST,2026-02-04,16,夢中
2026,BE:FIRST,BE:FIRST,2026-02-04,83,街灯
2026,BE:FIRST,BE:FIRST,2026-02-11,15,夢中
2026,BE:FIRST,BE:FIRST,2026-02-11,89,街灯
2026,BE:FIRST,BE:FIRST,2026-02-18,18,夢中
2026,BE:FIRST,BE:FIRST,2026-02-25,19,夢中
2026,BE:FIRST,BE:FIRST,2026-03-04,22,夢中
2026,BE:FIRST,BE:FIRST,2026-03-11,22,夢中
2026,BE:FIRST,BE:FIRST,2026-03-18,21,夢中
2026,BE:FIRST,BE:FIRST,2026-03-25,1,BE:FIRST ALL DAY
2026,BE:FIRST,BE:FIRST,2026-03-25,30,夢中
2026,BE:FIRST,BE:FIRST,2026-04-01,12,BE:FIRST ALL DAY
2026,BE:FIRST,BE:FIRST,2026-04-01,28,夢中
2026,BE:FIRST,BE:FIRST,2026-04-08,16,BE:FIRST ALL DAY
2026,BE:FIRST,BE:FIRST,2026-04-08,29,夢中
2026,BE:FIRST,BE:FIRST,2026-04-15,19,BE:FIRST ALL DAY
2026,BE:FIRST,BE:FIRST,2026-04-15,33,夢中
2026,BE:FIRST,BE:FIRST,2026-04-22,25,BE:FIRST ALL DAY
2026,BE:FIRST,BE:FIRST,2026-04-22,39,夢中
2026,BE:FIRST,BE:FIRST,2026-04-29,40,BE:FIRST ALL DAY
2026,BE:FIRST,BE:FIRST,2026-05-06,41,BE:FIRST ALL DAY
2026,BE:FIRST,BE:FIRST,2026-05-13,2,BE:FIRST ALL DAY
2026,BE:FIRST,BE:FIRST,2026-05-13,14,Rondo
2026,BE:FIRST,BE:FIRST,2026-05-20,25,Rondo
2026,BE:FIRST,BE:FIRST,2026-05-20,26,BE:FIRST ALL DAY
2026,BE:FIRST,BE:FIRST,2026-05-27,36,Rondo
2026,BE:FIRST,BE:FIRST,2026-05-27,47,BE:FIRST ALL DAY
2026,BE:FIRST,BE:FIRST,2026-06-03,46,Rondo
2026,BE:FIRST,BE:FIRST,2026-06-03,79,BE:FIRST ALL DAY
2026,BE:FIRST,BE:FIRST,2026-06-10,96,Rondo
2026,BE:FIRST,BE:FIRST,2026-07-08,1,Missing
2026,BE:FIRST,BE:FIRST,2026-07-08,52,"Why, Why"
2026,BE:FIRST,BE:FIRST,2026-07-15,4,Missing
2026,BE:FIRST,BE:FIRST,2026-07-15,98,"Why, Why"
2026,BE:FIRST,BE:FIRST,2026-07-22,14,Missing
2026,BE:FIRST,BE:FIRST,2026-07-29,16,Missing
2026,BE:FIRST,BE:FIRST,2026-08-05,18,"BRUCE WAYNE feat. Flo Milli, ATL Jacob"
2026,BE:FIRST,BE:FIRST,2026-08-05,20,Missing
2026,BE:FIRST,BE:FIRST,2026-08-12,26,Missing
2026,BE:FIRST,BE:FIRST,2026-08-12,31,"BRUCE WAYNE feat. Flo Milli, ATL Jacob"
2026,BE:FIRST,BE:FIRST,2026-08-19,29,Missing
2026,BE:FIRST,BE:FIRST,2026-08-26,22,Missing
2026,BE:FIRST,BE:FIRST,2026-09-02,22,Missing
2026,BE:FIRST,BE:FIRST,2026-09-09,21,Missing
2026,BE:FIRST,BE:FIRST,2026-09-16,22,Missing
2026,BE:FIRST,BE:FIRST,2026-09-23,11,WATCH ME feat. BIA
2026,BE:FIRST,BE:FIRST,2026-09-23,21,Missing
2026,M!LK,M!LK,2026-01-07,5,好きすぎて滅!
2026,M!LK,M!LK,2026-01-07,32,イイじゃん
2026,M!LK,M!LK,2026-01-14,5,好きすぎて滅!
2026,M!LK,M!LK,2026-01-14,36,イイじゃん
2026,M!LK,M!LK,2026-01-21,5,好きすぎて滅!
2026,M!LK,M!LK,2026-01-21,39,イイじゃん
2026,M!LK,M!LK,2026-01-28,6,好きすぎて滅!
2026,M!LK,M!LK,2026-01-28,38,イイじゃん
2026,M!LK,M!LK,2026-02-04,6,好きすぎて滅!
2026,M!LK,M!LK,2026-02-04,40,イイじゃん
2026,M!LK,M!LK,2026-02-11,5,好きすぎて滅!
2026,M!LK,M!LK,2026-02-11,45,イイじゃん
2026,M!LK,M!LK,2026-02-18,5,好きすぎて滅!
2026,M!LK,M!LK,2026-02-18,6,爆裂愛してる
2026,M!LK,M!LK,2026-02-18,41,イイじゃん
2026,M!LK,M!LK,2026-02-25,1,爆裂愛してる
2026,M!LK,M!LK,2026-02-25,5,好きすぎて滅!
2026,M!LK,M!LK,2026-02-25,21,イイじゃん
2026,M!LK,M!LK,2026-03-04,2,爆裂愛してる
2026,M!LK,M!LK,2026-03-04,5,好きすぎて滅!
2026,M!LK,M!LK,2026-03-04,31,イイじゃん
2026,M!LK,M!LK,2026-03-11,2,爆裂愛してる
2026,M!LK,M!LK,2026-03-11,5,好きすぎて滅!
2026,M!LK,M!LK,2026-03-11,35,イイじゃん
2026,M!LK,M!LK,2026-03-18,4,爆裂愛してる
2026,M!LK,M!LK,2026-03-18,6,好きすぎて滅!
2026,M!LK,M!LK,2026-03-18,36,イイじゃん
2026,M!LK,M!LK,2026-03-25,4,爆裂愛してる
2026,M!LK,M!LK,2026-03-25,6,好きすぎて滅!
2026,M!LK,M!LK,2026-03-25,34,イイじゃん
2026,M!LK,M!LK,2026-04-01,2,爆裂愛してる
2026,M!LK,M!LK,2026-04-01,4,好きすぎて滅!
2026,M!LK,M!LK,2026-04-01,37,イイじゃん
2026,M!LK,M!LK,2026-04-08,3,爆裂愛してる
2026,M!LK,M!LK,2026-04-08,5,好きすぎて滅!
2026,M!LK,M!LK,2026-04-08,33,イイじゃん
2026,M!LK,M!LK,2026-04-15,2,爆裂愛してる
2026,M!LK,M!LK,2026-04-15,4,好きすぎて滅!
2026,M!LK,M!LK,2026-04-15,38,イイじゃん
2026,M!LK,M!LK,2026-04-22,4,爆裂愛してる
2026,M!LK,M!LK,2026-04-22,6,好きすぎて滅!
2026,M!LK,M!LK,2026-04-22,44,イイじゃん
2026,M!LK,M!LK,2026-04-29,4,爆裂愛してる
2026,M!LK,M!LK,2026-04-29,5,好きすぎて滅!
2026,M!LK,M!LK,2026-04-29,44,イイじゃん
2026,M!LK,M!LK,2026-05-06,6,アイドルパワー
2026,M!LK,M!LK,2026-05-06,7,爆裂愛してる
2026,M!LK,M!LK,2026-05-06,8,好きすぎて滅!
2026,M!LK,M!LK,2026-05-06,39,イイじゃん
2026,M!LK,M!LK,2026-05-13,4,アイドルパワー
2026,M!LK,M!LK,2026-05-13,5,爆裂愛してる
2026,M!LK,M!LK,2026-05-13,6,好きすぎて滅!
2026,M!LK,M!LK,2026-05-13,41,イイじゃん
2026,M!LK,M!LK,2026-05-20,3,爆裂愛してる
2026,M!LK,M!LK,2026-05-20,4,好きすぎて滅!
2026,M!LK,M!LK,2026-05-20,11,アイドルパワー
2026,M!LK,M!LK,2026-05-20,51,イイじゃん
2026,M!LK,M!LK,2026-05-27,4,好きすぎて滅!
2026,M!LK,M!LK,2026-05-27,5,爆裂愛してる
2026,M!LK,M!LK,2026-05-27,13,アイドルパワー
2026,M!LK,M!LK,2026-05-27,40,イイじゃん
2026,M!LK,M!LK,2026-06-03,4,好きすぎて滅!
2026,M!LK,M!LK,2026-06-03,5,爆裂愛してる
2026,M!LK,M!LK,2026-06-03,10,アイドルパワー
2026,M!LK,M!LK,2026-06-03,37,イイじゃん
2026,M!LK,M!LK,2026-06-10,8,好きすぎて滅!
2026,M!LK,M!LK,2026-06-10,10,爆裂愛してる
2026,M!LK,M!LK,2026-06-10,20,アイドルパワー
2026,M!LK,M!LK,2026-06-10,58,イイじゃん
2026,M!LK,M!LK,2026-06-17,4,好きすぎて滅!
2026,M!LK,M!LK,2026-06-17,6,爆裂愛してる
2026,M!LK,M!LK,2026-06-17,16,アイドルパワー
2026,M!LK,M!LK,2026-06-17,51,イイじゃん
2026,M!LK,M!LK,2026-06-24,3,爆裂愛してる
2026,M!LK,M!LK,2026-06-24,5,好きすぎて滅!
2026,M!LK,M!LK,2026-06-24,16,アイドルパワー
2026,M!LK,M!LK,2026-06-24,17,真・運命 (曽野舜太&山中柔太朗)
2026,M!LK,M!LK,2026-06-24,43,イイじゃん
2026,M!LK,M!LK,2026-07-01,4,好きすぎて滅!
2026,M!LK,M!LK,2026-07-01,5,爆裂愛してる
2026,M!LK,M!LK,2026-07-01,15,アイドルパワー
2026,M!LK,M!LK,2026-07-01,32,真・運命 (曽野舜太&山中柔太朗)
2026,M!LK,M!LK,2026-07-01,59,イイじゃん
2026,M!LK,M!LK,2026-07-08,3,好きすぎて滅!
2026,M!LK,M!LK,2026-07-08,5,爆裂愛してる
2026,M!LK,M!LK,2026-07-08,14,アイドルパワー
2026,M!LK,M!LK,2026-07-08,50,イイじゃん
2026,M!LK,M!LK,2026-07-08,78,真・運命 (曽野舜太&山中柔太朗)
2026,M!LK,M!LK,2026-07-15,6,好きすぎて滅!
2026,M!LK,M!LK,2026-07-15,10,爆裂愛してる
2026,M!LK,M!LK,2026-07-15,19,アイドルパワー
2026,M!LK,M!LK,2026-07-15,20,しおざきわんだーらんど (塩崎太智)
2026,M!LK,M!LK,2026-07-15,43,イイじゃん
2026,M!LK,M!LK,2026-07-15,63,真・運命 (曽野舜太&山中柔太朗)
2026,M!LK,M!LK,2026-07-15,93,チラチLOVE
2026,M!LK,M!LK,2026-07-22,9,好きすぎて滅!
2026,M!LK,M!LK,2026-07-22,11,爆裂愛してる
2026,M!LK,M!LK,2026-07-22,20,You!Joy!Parade!
2026,M!LK,M!LK,2026-07-22,21,アイドルパワー
2026,M!LK,M!LK,2026-07-22,40,しおざきわんだーらんど (塩崎太智)
2026,M!LK,M!LK,2026-07-22,43,イイじゃん
2026,M!LK,M!LK,2026-07-22,93,真・運命 (曽野舜太&山中柔太朗)
2026,M!LK,M!LK,2026-07-29,4,You!Joy!Parade!
2026,M!LK,M!LK,2026-07-29,8,好きすぎて滅!
2026,M!LK,M!LK,2026-07-29,9,爆裂愛してる
2026,M!LK,M!LK,2026-07-29,20,アイドルパワー
2026,M!LK,M!LK,2026-07-29,35,しおざきわんだーらんど (塩崎太智)
2026,M!LK,M!LK,2026-07-29,39,イイじゃん
2026,M!LK,M!LK,2026-07-29,95,真・運命 (曽野舜太&山中柔太朗)
2026,M!LK,M!LK,2026-08-05,8,好きすぎて滅!
2026,M!LK,M!LK,2026-08-05,10,爆裂愛してる
2026,M!LK,M!LK,2026-08-05,15,You!Joy!Parade!
2026,M!LK,M!LK,2026-08-05,22,アイドルパワー
2026,M!LK,M!LK,2026-08-05,42,イイじゃん
2026,M!LK,M!LK,2026-08-05,69,しおざきわんだーらんど (塩崎太智)
2026,M!LK,M!LK,2026-08-12,5,罪と罰と雨とキス (佐野勇斗&吉田仁人)
2026,M!LK,M!LK,2026-08-12,7,好きすぎて滅!
2026,M!LK,M!LK,2026-08-12,9,爆裂愛してる
2026,M!LK,M!LK,2026-08-12,19,You!Joy!Parade!
2026,M!LK,M!LK,2026-08-12,25,アイドルパワー
2026,M!LK,M!LK,2026-08-12,44,イイじゃん
2026,M!LK,M!LK,2026-08-12,51,しおざきわんだーらんど (塩崎太智)
2026,M!LK,M!LK,2026-08-12,92,真・運命 (曽野舜太&山中柔太朗)
2026,M!LK,M!LK,2026-08-19,4,好きすぎて滅!
2026,M!LK,M!LK,2026-08-19,6,爆裂愛してる
2026,M!LK,M!LK,2026-08-19,14,You!Joy!Parade!
2026,M!LK,M!LK,2026-08-19,16,罪と罰と雨とキス (佐野勇斗&吉田仁人)
2026,M!LK,M!LK,2026-08-19,19,アイドルパワー
2026,M!LK,M!LK,2026-08-19,48,イイじゃん
2026,M!LK,M!LK,2026-08-19,84,しおざきわんだーらんど (塩崎太智)
2026,M!LK,M!LK,2026-08-26,6,好きすぎて滅!
2026,M!LK,M!LK,2026-08-26,9,爆裂愛してる
2026,M!LK,M!LK,2026-08-26,17,アイドルパワー
2026,M!LK,M!LK,2026-08-26,19,You!Joy!Parade!
2026,M!LK,M!LK,2026-08-26,23,罪と罰と雨とキス (佐野勇斗&吉田仁人)
2026,M!LK,M!LK,2026-08-26,49,イイじゃん
2026,M!LK,M!LK,2026-09-02,7,好きすぎて滅!
2026,M!LK,M!LK,2026-09-02,8,爆裂愛してる
2026,M!LK,M!LK,2026-09-02,23,You!Joy!Parade!
2026,M!LK,M!LK,2026-09-02,25,アイドルパワー
2026,M!LK,M!LK,2026-09-02,26,罪と罰と雨とキス (佐野勇斗&吉田仁人)
2026,M!LK,M!LK,2026-09-02,58,イイじゃん
2026,M!LK,M!LK,2026-09-09,9,好きすぎて滅!
2026,M!LK,M!LK,2026-09-09,12,爆裂愛してる
2026,M!LK,M!LK,2026-09-09,24,You!Joy!Parade!
2026,M!LK,M!LK,2026-09-09,25,アイドルパワー
2026,M!LK,M!LK,2026-09-09,30,罪と罰と雨とキス (佐野勇斗&吉田仁人)
2026,M!LK,M!LK,2026-09-09,50,イイじゃん
2026,M!LK,M!LK,2026-09-16,3,時空超えてユニバース
2026,M!LK,M!LK,2026-09-16,9,好きすぎて滅!
2026,M!LK,M!LK,2026-09-16,14,爆裂愛してる
2026,M!LK,M!LK,2026-09-16,20,アイドルパワー
2026,M!LK,M!LK,2026-09-16,21,You!Joy!Parade!
2026,M!LK,M!LK,2026-09-16,35,罪と罰と雨とキス (佐野勇斗&吉田仁人)
2026,M!LK,M!LK,2026-09-16,51,イイじゃん
2026,M!LK,M!LK,2026-09-23,3,時空超えてユニバース
2026,M!LK,M!LK,2026-09-23,6,好きすぎて滅!
2026,M!LK,M!LK,2026-09-23,9,爆裂愛してる
2026,M!LK,M!LK,2026-09-23,16,アイドルパワー
2026,M!LK,M!LK,2026-09-23,18,You!Joy!Parade!
2026,M!LK,M!LK,2026-09-23,32,罪と罰と雨とキス (佐野勇斗&吉田仁人)
2026,M!LK,M!LK,2026-09-23,52,イイじゃん
2026,M!LK,M!LK,2026-09-23,79,僕のすべては君のもの
2026,M!LK,M!LK,2026-09-23,95,真・運命 (曽野舜太&山中柔太朗)
2026,Snow Man,Snow Man,2026-01-07,8,カリスマックス
2026,Snow Man,Snow Man,2026-01-14,10,カリスマックス
2026,Snow Man,Snow Man,2026-01-21,12,カリスマックス
2026,Snow Man,Snow Man,2026-01-28,12,カリスマックス
2026,Snow Man,Snow Man,2026-02-04,12,カリスマックス
2026,Snow Man,Snow Man,2026-02-11,1,STARS
2026,Snow Man,Snow Man,2026-02-11,10,カリスマックス
2026,Snow Man,Snow Man,2026-02-18,12,カリスマックス
2026,Snow Man,Snow Man,2026-02-18,17,STARS
2026,Snow Man,Snow Man,2026-02-25,15,カリスマックス
2026,Snow Man,Snow Man,2026-02-25,37,STARS
2026,Snow Man,Snow Man,2026-03-04,1,オドロウゼ!
2026,Snow Man,Snow Man,2026-03-04,14,カリスマックス
2026,Snow Man,Snow Man,2026-03-04,41,STARS
2026,Snow Man,Snow Man,2026-03-11,12,オドロウゼ!
2026,Snow Man,Snow Man,2026-03-11,15,カリスマックス
2026,Snow Man,Snow Man,2026-03-11,77,STARS
2026,Snow Man,Snow Man,2026-03-18,14,カリスマックス
2026,Snow Man,Snow Man,2026-03-18,23,オドロウゼ!
2026,Snow Man,Snow Man,2026-03-25,21,カリスマックス
2026,Snow Man,Snow Man,2026-03-25,43,オドロウゼ!
2026,Snow Man,Snow Man,2026-04-01,20,カリスマックス
2026,Snow Man,Snow Man,2026-04-01,57,オドロウゼ!
2026,Snow Man,Snow Man,2026-04-08,20,カリスマックス
2026,Snow Man,Snow Man,2026-04-08,67,オドロウゼ!
2026,Snow Man,Snow Man,2026-04-08,72,BANG!!
2026,Snow Man,Snow Man,2026-04-15,23,カリスマックス
2026,Snow Man,Snow Man,2026-04-15,81,オドロウゼ!
2026,Snow Man,Snow Man,2026-04-22,29,カリスマックス
2026,Snow Man,Snow Man,2026-04-22,82,SAVE YOUR HEART
2026,Snow Man,Snow Man,2026-04-22,92,オドロウゼ!
2026,Snow Man,Snow Man,2026-04-29,26,カリスマックス
2026,Snow Man,Snow Man,2026-04-29,69,SAVE YOUR HEART
2026,Snow Man,Snow Man,2026-04-29,87,オドロウゼ!
2026,Snow Man,Snow Man,2026-05-06,2,BANG!!
2026,Snow Man,Snow Man,2026-05-06,28,カリスマックス
2026,Snow Man,Snow Man,2026-05-06,85,オドロウゼ!
2026,Snow Man,Snow Man,2026-05-13,1,BANG!!
2026,Snow Man,Snow Man,2026-05-13,30,カリスマックス
2026,Snow Man,Snow Man,2026-05-13,82,オドロウゼ!
2026,Snow Man,Snow Man,2026-05-20,14,BANG!!
2026,Snow Man,Snow Man,2026-05-20,31,カリスマックス
2026,Snow Man,Snow Man,2026-05-27,21,BANG!!
2026,Snow Man,Snow Man,2026-05-27,22,SAVE YOUR HEART
2026,Snow Man,Snow Man,2026-05-27,27,カリスマックス
2026,Snow Man,Snow Man,2026-06-03,24,カリスマックス
2026,Snow Man,Snow Man,2026-06-03,32,BANG!!
2026,Snow Man,Snow Man,2026-06-03,53,SAVE YOUR HEART
2026,Snow Man,Snow Man,2026-06-10,49,カリスマックス
2026,Snow Man,Snow Man,2026-06-10,69,BANG!!
2026,Snow Man,Snow Man,2026-06-17,45,カリスマックス
2026,Snow Man,Snow Man,2026-06-24,45,カリスマックス
2026,Snow Man,Snow Man,2026-07-01,53,カリスマックス
2026,Snow Man,Snow Man,2026-07-08,47,カリスマックス
2026,Snow Man,Snow Man,2026-07-15,1,グッタイム
2026,Snow Man,Snow Man,2026-07-15,23,カリスマックス
2026,Snow Man,Snow Man,2026-07-15,94,BANG!!
2026,Snow Man,Snow Man,2026-07-22,19,グッタイム
2026,Snow Man,Snow Man,2026-07-22,26,カリスマックス
2026,Snow Man,Snow Man,2026-07-29,22,グッタイム
2026,Snow Man,Snow Man,2026-07-29,31,カリスマックス
2026,Snow Man,Snow Man,2026-08-05,27,グッタイム
2026,Snow Man,Snow Man,2026-08-05,34,カリスマックス
2026,Snow Man,Snow Man,2026-08-12,35,グッタイム
2026,Snow Man,Snow Man,2026-08-12,40,カリスマックス
2026,Snow Man,Snow Man,2026-08-19,25,グッタイム
2026,Snow Man,Snow Man,2026-08-19,40,カリスマックス
2026,Snow Man,Snow Man,2026-08-26,21,グッタイム
2026,Snow Man,Snow Man,2026-08-26,41,カリスマックス
2026,Snow Man,Snow Man,2026-09-02,17,show time…
2026,Snow Man,Snow Man,2026-09-02,21,グッタイム
2026,Snow Man,Snow Man,2026-09-02,30,GO HARD
2026,Snow Man,Snow Man,2026-09-02,33,奇跡
2026,Snow Man,Snow Man,2026-09-02,34,ALL SUITE
2026,Snow Man,Snow Man,2026-09-02,39,マドラー
2026,Snow Man,Snow Man,2026-09-02,80,オドロウゼ!
2026,Snow Man,Snow Man,2026-09-02,83,BANG!!
2026,Snow Man,Snow Man,2026-09-09,28,グッタイム
2026,Snow Man,Snow Man,2026-09-09,32,show time…
2026,Snow Man,Snow Man,2026-09-16,41,グッタイム
2026,Snow Man,Snow Man,2026-09-16,54,show time…
2026,Snow Man,Snow Man,2026-09-16,86,奇跡
2026,Snow Man,Snow Man,2026-09-23,31,グッタイム
2026,Snow Man,Snow Man,2026-09-23,77,show time…
2026,King & Prince,King & Prince,2026-01-07,14,Theater
2026,King & Prince,King & Prince,2026-01-07,42,希望の丘
2026,King & Prince,King & Prince,2026-01-14,16,Theater
2026,King & Prince,King & Prince,2026-01-14,73,希望の丘
2026,King & Prince,King & Prince,2026-01-21,19,Theater
2026,King & Prince,King & Prince,2026-01-28,16,Theater
2026,King & Prince,King & Prince,2026-02-04,20,Theater
2026,King & Prince,King & Prince,2026-02-11,26,Theater
2026,King & Prince,King & Prince,2026-02-18,31,Theater
2026,King & Prince,King & Prince,2026-02-25,30,Theater
2026,King & Prince,King & Prince,2026-03-04,35,Theater
2026,King & Prince,King & Prince,2026-03-11,44,Theater
2026,King & Prince,King & Prince,2026-03-18,43,Theater
2026,King & Prince,King & Prince,2026-03-25,58,Theater
2026,King & Prince,King & Prince,2026-04-01,1,Waltz for Lily
2026,King & Prince,King & Prince,2026-04-01,51,Theater
2026,King & Prince,King & Prince,2026-04-08,15,Waltz for Lily
2026,King & Prince,King & Prince,2026-04-08,48,Theater
2026,King & Prince,King & Prince,2026-04-15,57,Theater
2026,King & Prince,King & Prince,2026-04-15,68,Waltz for Lily
2026,King & Prince,King & Prince,2026-04-22,64,Theater
2026,King & Prince,King & Prince,2026-04-22,99,Waltz for Lily
2026,King & Prince,King & Prince,2026-04-29,68,Theater
2026,King & Prince,King & Prince,2026-05-06,70,Theater
2026,King & Prince,King & Prince,2026-05-13,69,Theater
2026,King & Prince,King & Prince,2026-05-20,73,Theater
2026,King & Prince,King & Prince,2026-05-27,76,Theater
2026,King & Prince,King & Prince,2026-06-03,94,Theater
2026,King & Prince,King & Prince,2026-06-17,97,Theater
2026,King & Prince,King & Prince,2026-09-09,6,So Honey
2026,King & Prince,King & Prince,2026-09-09,80,うそだよ すきだよ
2026,King & Prince,King & Prince,2026-09-16,23,So Honey
2026,King & Prince,King & Prince,2026-09-23,43,So Honey
2026,嵐,嵐,2026-03-11,1,Five
2026,嵐,嵐,2026-03-11,81,Love so sweet
2026,嵐,嵐,2026-03-18,3,Five
2026,嵐,嵐,2026-03-18,59,Love so sweet
2026,嵐,嵐,2026-03-18,83,Happiness
2026,嵐,嵐,2026-03-18,90,One Love
2026,嵐,嵐,2026-03-25,5,Five
2026,嵐,嵐,2026-03-25,56,Love so sweet
2026,嵐,嵐,2026-03-25,74,Happiness
2026,嵐,嵐,2026-03-25,83,One Love
2026,嵐,嵐,2026-04-01,9,Five
2026,嵐,嵐,2026-04-01,71,Love so sweet
2026,嵐,嵐,2026-04-01,98,Happiness
2026,嵐,嵐,2026-04-08,14,Five
2026,嵐,嵐,2026-04-08,73,Love so sweet
2026,嵐,嵐,2026-04-08,96,Happiness
2026,嵐,嵐,2026-04-15,16,Five
2026,嵐,嵐,2026-04-15,74,Love so sweet
2026,嵐,嵐,2026-04-22,21,Five
2026,嵐,嵐,2026-04-22,74,Love so sweet
2026,嵐,嵐,2026-04-29,18,Five
2026,嵐,嵐,2026-04-29,77,Love so sweet
2026,嵐,嵐,2026-05-06,19,Five
2026,嵐,嵐,2026-05-06,75,Love so sweet
2026,嵐,嵐,2026-05-13,20,Five
2026,嵐,嵐,2026-05-13,72,Love so sweet
2026,嵐,嵐,2026-05-20,20,Five
2026,嵐,嵐,2026-05-20,77,Love so sweet
2026,嵐,嵐,2026-05-27,17,Five
2026,嵐,嵐,2026-05-27,70,Love so sweet
2026,嵐,嵐,2026-06-03,7,Five
2026,嵐,嵐,2026-06-03,27,Love so sweet
2026,嵐,嵐,2026-06-03,36,Happiness
2026,嵐,嵐,2026-06-03,59,One Love
2026,嵐,嵐,2026-06-03,84,Monster
2026,嵐,嵐,2026-06-03,95,A・RA・SHI
2026,嵐,嵐,2026-06-10,2,Five
2026,嵐,嵐,2026-06-10,7,Happiness
2026,嵐,嵐,2026-06-10,9,Love so sweet
2026,嵐,嵐,2026-06-10,12,Monster
2026,嵐,嵐,2026-06-10,13,One Love
2026,嵐,嵐,2026-06-10,14,A・RA・SHI
2026,嵐,嵐,2026-06-10,16,感謝カンゲキ雨嵐
2026,嵐,嵐,2026-06-10,17,Troublemaker
2026,嵐,嵐,2026-06-10,19,GUTS!
2026,嵐,嵐,2026-06-10,23,truth
2026,嵐,嵐,2026-06-10,24,カイト
2026,嵐,嵐,2026-06-10,26,マイガール
2026,嵐,嵐,2026-06-10,28,ワイルド アット ハート
2026,嵐,嵐,2026-06-10,29,言葉より大切なもの
2026,嵐,嵐,2026-06-10,32,Love Rainbow
2026,嵐,嵐,2026-06-10,34,迷宮ラブソング
2026,嵐,嵐,2026-06-10,36,Believe
2026,嵐,嵐,2026-06-10,43,サクラ咲ケ
2026,嵐,嵐,2026-06-10,46,果てない空
2026,嵐,嵐,2026-06-10,56,Oh Yeah!
2026,嵐,嵐,2026-06-10,83,PIKA☆☆NCHI DOUBLE
2026,嵐,嵐,2026-06-10,88,ハダシの未来
2026,嵐,嵐,2026-06-10,91,Still...
2026,嵐,嵐,2026-06-10,97,WISH
2026,嵐,嵐,2026-06-17,3,Five
2026,嵐,嵐,2026-06-17,9,Love so sweet
2026,嵐,嵐,2026-06-17,10,Happiness
2026,嵐,嵐,2026-06-17,12,Monster
2026,嵐,嵐,2026-06-17,15,One Love
2026,嵐,嵐,2026-06-17,18,A・RA・SHI
2026,嵐,嵐,2026-06-17,21,GUTS!
2026,嵐,嵐,2026-06-17,24,Troublemaker
2026,嵐,嵐,2026-06-17,25,感謝カンゲキ雨嵐
2026,嵐,嵐,2026-06-17,33,truth
2026,嵐,嵐,2026-06-17,35,カイト
2026,嵐,嵐,2026-06-17,36,ワイルド アット ハート
2026,嵐,嵐,2026-06-17,38,マイガール
2026,嵐,嵐,2026-06-17,43,迷宮ラブソング
2026,嵐,嵐,2026-06-17,49,Believe
2026,嵐,嵐,2026-06-17,52,言葉より大切なもの
2026,嵐,嵐,2026-06-17,62,Love Rainbow
2026,嵐,嵐,2026-06-17,73,サクラ咲ケ
2026,嵐,嵐,2026-06-17,86,果てない空
2026,嵐,嵐,2026-06-24,8,Five
2026,嵐,嵐,2026-06-24,15,Love so sweet
2026,嵐,嵐,2026-06-24,18,Happiness
2026,嵐,嵐,2026-06-24,25,Monster
2026,嵐,嵐,2026-06-24,26,One Love
2026,嵐,嵐,2026-06-24,36,A・RA・SHI
2026,嵐,嵐,2026-06-24,40,GUTS!
2026,嵐,嵐,2026-06-24,41,Troublemaker
2026,嵐,嵐,2026-06-24,58,感謝カンゲキ雨嵐
2026,嵐,嵐,2026-06-24,65,カイト
2026,嵐,嵐,2026-06-24,68,truth
2026,嵐,嵐,2026-06-24,80,ワイルド アット ハート
2026,嵐,嵐,2026-06-24,97,マイガール
2026,嵐,嵐,2026-07-01,10,Five
2026,嵐,嵐,2026-07-01,16,Love so sweet
2026,嵐,嵐,2026-07-01,23,Happiness
2026,嵐,嵐,2026-07-01,30,One Love
2026,嵐,嵐,2026-07-01,37,Monster
2026,嵐,嵐,2026-07-01,63,A・RA・SHI
2026,嵐,嵐,2026-07-01,83,GUTS!
2026,嵐,嵐,2026-07-08,9,Five
2026,嵐,嵐,2026-07-08,21,Love so sweet
2026,嵐,嵐,2026-07-08,32,Happiness
2026,嵐,嵐,2026-07-08,34,One Love
2026,嵐,嵐,2026-07-08,62,Monster
2026,嵐,嵐,2026-07-15,18,Five
2026,嵐,嵐,2026-07-15,29,Love so sweet
2026,嵐,嵐,2026-07-15,40,Happiness
2026,嵐,嵐,2026-07-15,48,One Love
2026,嵐,嵐,2026-07-15,78,Monster
2026,嵐,嵐,2026-07-22,22,Five
2026,嵐,嵐,2026-07-22,41,Love so sweet
2026,嵐,嵐,2026-07-22,68,Happiness
2026,嵐,嵐,2026-07-22,91,One Love
2026,嵐,嵐,2026-07-29,26,Five
2026,嵐,嵐,2026-07-29,46,Love so sweet
2026,嵐,嵐,2026-07-29,71,Happiness
2026,嵐,嵐,2026-07-29,99,One Love
2026,嵐,嵐,2026-08-05,30,Five
2026,嵐,嵐,2026-08-05,57,Love so sweet
2026,嵐,嵐,2026-08-05,95,Happiness
2026,嵐,嵐,2026-08-12,32,Five
2026,嵐,嵐,2026-08-12,62,Love so sweet
2026,嵐,嵐,2026-08-19,34,Five
2026,嵐,嵐,2026-08-19,60,Love so sweet
2026,嵐,嵐,2026-08-19,99,Happiness
2026,嵐,嵐,2026-08-26,34,Five
2026,嵐,嵐,2026-08-26,60,Love so sweet
2026,嵐,嵐,2026-09-02,36,Five
